feature_type,feature_code,geometry,created_at
﻿Cột điện,cot_dien,"POINT [108.25528621673585, 15.979003418643792]",2025-11-22T16:40:13.417Z
﻿Cột điện,cot_dien,"POINT [108.25518429279327, 15.978523803017971]",2025-11-22T16:40:14.828Z
﻿Cột điện,cot_dien,"POINT [108.25509309768678, 15.978131858212084]",2025-11-22T16:40:16.066Z
﻿Cột điện,cot_dien,"POINT [108.25525403022768, 15.978137015385576]",2025-11-22T16:40:18.886Z
﻿Cột điện,cot_dien,"POINT [108.25579583644868, 15.978059657769377]",2025-11-22T16:40:19.390Z
﻿Cột điện,cot_dien,"POINT [108.25650393962862, 15.978059657769377]",2025-11-22T16:40:20.208Z
﻿Cột điện,cot_dien,"POINT [108.25712621212007, 15.978039029066661]",2025-11-22T16:40:20.850Z
﻿Cột điện,cot_dien,"POINT [108.25819909572603, 15.978106072342673]",2025-11-22T16:40:23.314Z
﻿Cột điện,cot_dien,"POINT [108.25750172138216, 15.978147329732137]",2025-11-22T16:40:24.412Z
﻿Cột điện,cot_dien,"POINT [108.25903594493866, 15.978162801250992]",2025-11-22T16:40:25.672Z
﻿Cột điện,cot_dien,"POINT [108.26087057590486, 15.978157644078163]",2025-11-22T16:40:28.294Z
﻿Cột điện,cot_dien,"POINT [108.26080620288849, 15.977796641650608]",2025-11-22T16:40:29.168Z
﻿Cột điện,cot_dien,"POINT [108.25955629348755, 15.977832741922674]",2025-11-22T16:40:30.243Z
﻿Cột điện,cot_dien,"POINT [108.26022148132326, 15.977822427559879]",2025-11-22T16:40:29.702Z
﻿Cột điện,cot_dien,"POINT [108.25914323329927, 15.977822427559879]",2025-11-22T16:40:30.792Z
﻿Cột điện,cot_dien,"POINT [108.25831711292267, 15.977781170103434]",2025-11-22T16:40:31.452Z
﻿Cột điện,cot_dien,"POINT [108.25702965259553, 15.977776012920783]",2025-11-22T16:40:32.461Z
﻿Cột điện,cot_dien,"POINT [108.26090276241304, 15.977518153618634]",2025-11-22T16:40:35.918Z
﻿Cột điện,cot_dien,"POINT [108.26089739799501, 15.977188093227031]",2025-11-22T16:40:37.158Z
﻿Cột điện,cot_dien,"POINT [108.26089203357698, 15.97695601918822]",2025-11-22T16:40:37.942Z
﻿Cột điện,cot_dien,"POINT [108.26094567775728, 15.976667215564078]",2025-11-22T16:40:38.469Z
﻿Cột điện,cot_dien,"POINT [108.26089203357698, 15.976399040397023]",2025-11-22T16:40:39.046Z
﻿Cột điện,cot_dien,"POINT [108.26091885566713, 15.976156650994561]",2025-11-22T16:40:39.708Z
﻿Cột điện,cot_dien,"POINT [108.26092422008516, 15.975903946836835]",2025-11-22T16:40:40.282Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.977347966297197]",2025-11-22T16:40:43.577Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.977528467997104]",2025-11-22T16:40:41.754Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.977796641650608]",2025-11-22T16:40:42.549Z
﻿Cột điện,cot_dien,"POINT [108.26109588146211, 15.97685803229103]",2025-11-22T16:40:46.846Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.97712104964346]",2025-11-22T16:40:44.279Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.976043192024438]",2025-11-22T16:40:49.925Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.9766878444082]",2025-11-22T16:40:47.669Z
﻿Cột điện,cot_dien,"POINT [108.26109051704408, 15.976502184734576]",2025-11-22T16:40:48.506Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.97628042434314]",2025-11-22T16:40:49.127Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.975842060055687]",2025-11-22T16:40:50.838Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.975702814728153]",2025-11-22T16:40:52.445Z
﻿Cột điện,cot_dien,"POINT [108.26104223728181, 15.975444952754644]",2025-11-22T16:40:53.241Z
﻿Cột điện,cot_dien,"POINT [108.26103687286378, 15.97488796975804]",2025-11-22T16:40:54.957Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.975089102685615]",2025-11-22T16:40:54.442Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.975290235411071]",2025-11-22T16:40:53.705Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.974387715189822]",2025-11-22T16:40:56.374Z
﻿Cột điện,cot_dien,"POINT [108.26103687286378, 15.97469199389059]",2025-11-22T16:40:55.768Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.97392356034851]",2025-11-22T16:40:57.919Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.974140166075076]",2025-11-22T16:40:57.141Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.973516134656284]",2025-11-22T16:41:00.734Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972376369770606]",2025-11-22T16:41:00.043Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.973351101228499]",2025-11-22T16:41:01.525Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.97321701146825]",2025-11-22T16:41:02.275Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.972778640471303]",2025-11-22T16:41:04.009Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972995247436833]",2025-11-22T16:41:03.385Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972278380631328]",2025-11-22T16:41:08.303Z
﻿Cột điện,cot_dien,"POINT [108.26104223728181, 15.97261876375117]",2025-11-22T16:41:04.763Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.97212881816837]",2025-11-22T16:41:08.955Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.972010199583822]",2025-11-22T16:41:09.744Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.97181937823509]",2025-11-22T16:41:10.419Z
﻿Cột điện,cot_dien,"POINT [108.26109051704408, 15.971623399363274]",2025-11-22T16:41:10.943Z
﻿Cột điện,cot_dien,"POINT [108.2610583305359, 15.971494465790354]",2025-11-22T16:41:11.757Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.970973573310303]",2025-11-22T16:41:13.478Z
﻿Cột điện,cot_dien,"POINT [108.26072573661806, 15.975553254823977]",2025-11-22T16:41:20.925Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.971210811637606]",2025-11-22T16:41:14.236Z
﻿Cột điện,cot_dien,"POINT [108.26077938079835, 15.975233505688454]",2025-11-22T16:41:21.663Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.974913756042094]",2025-11-22T16:41:22.765Z
﻿Cột điện,cot_dien,"POINT [108.26077938079835, 15.97471778019991]",2025-11-22T16:41:23.605Z
﻿Cột điện,cot_dien,"POINT [108.26074719429018, 15.974387715189822]",2025-11-22T16:41:24.169Z
﻿Cột điện,cot_dien,"POINT [108.26074719429018, 15.973985447722884]",2025-11-22T16:41:25.065Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.973614123189654]",2025-11-22T16:41:25.795Z
﻿Cột điện,cot_dien,"POINT [108.26075792312623, 15.973191224965577]",2025-11-22T16:41:26.417Z
﻿Cột điện,cot_dien,"POINT [108.26083302497865, 15.97284052819966]",2025-11-22T16:41:27.131Z
﻿Cột điện,cot_dien,"POINT [108.26079010963441, 15.97252077473054]",2025-11-22T16:41:28.087Z
﻿Cột điện,cot_dien,"POINT [108.26075792312623, 15.9722422793574]",2025-11-22T16:41:28.656Z
﻿Cột điện,cot_dien,"POINT [108.26081156730653, 15.971850322249944]",2025-11-22T16:41:29.250Z
﻿Cột điện,cot_dien,"POINT [108.26080083847047, 15.971252070448422]",2025-11-22T16:41:30.065Z
﻿Cột điện,cot_dien,"POINT [108.26083302497865, 15.971004517455878]",2025-11-22T16:41:31.717Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.971674972769192]",2025-11-22T16:41:30.915Z
﻿Cột điện,cot_dien,"POINT [108.25514674186708, 15.977471738908967]",2025-11-22T16:41:35.063Z
﻿Cột điện,cot_dien,"POINT [108.25505018234253, 15.977100420843993]",2025-11-22T16:41:35.593Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.976543442454716]",2025-11-22T16:41:36.075Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.975542940343706]",2025-11-22T16:41:37.478Z
﻿Cột điện,cot_dien,"POINT [108.25493216514589, 15.976213380455494]",2025-11-22T16:41:38.371Z
﻿Cột điện,cot_dien,"POINT [108.25497508049013, 15.974924070554795]",2025-11-22T16:41:39.724Z
﻿Cột điện,cot_dien,"POINT [108.25493216514589, 15.974387715189822]",2025-11-22T16:41:40.888Z
﻿Cột điện,cot_dien,"POINT [108.25494289398195, 15.973779156400576]",2025-11-22T16:41:41.826Z
﻿Cột điện,cot_dien,"POINT [108.25496435165407, 15.9724485722636]",2025-11-22T16:41:44.398Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.972974618212113]",2025-11-22T16:41:43.250Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.977492367670141]",2025-11-22T16:41:47.242Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.977203564820044]",2025-11-22T16:41:47.803Z
﻿Cột điện,cot_dien,"POINT [108.25024366378786, 15.976976648002573]",2025-11-22T16:41:48.504Z
﻿Cột điện,cot_dien,"POINT [108.25022220611574, 15.976636272293906]",2025-11-22T16:41:49.125Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.976409354833173]",2025-11-22T16:41:49.896Z
﻿Cột điện,cot_dien,"POINT [108.25027585029603, 15.97612055042014]",2025-11-22T16:41:50.501Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.975883317911903]",2025-11-22T16:41:51.452Z
﻿Cột điện,cot_dien,"POINT [108.24994325637819, 15.97751299642919]",2025-11-22T16:41:53.084Z
﻿Cột điện,cot_dien,"POINT [108.24996471405031, 15.97724482239557]",2025-11-22T16:41:54.508Z
﻿Cột điện,cot_dien,"POINT [108.24996471405031, 15.97698696240894]",2025-11-22T16:41:55.184Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.975986462515248]",2025-11-22T16:41:58.218Z
﻿Cột điện,cot_dien,"POINT [108.24998617172243, 15.976378411523143]",2025-11-22T16:41:57.502Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.97563577064699]",2025-11-22T16:41:59.318Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.975192247698285]",2025-11-22T16:41:59.983Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.97457337682497]",2025-11-22T16:42:01.898Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.974924070554795]",2025-11-22T16:42:00.902Z
﻿Cột điện,cot_dien,"POINT [108.25030803680421, 15.974253626124016]",2025-11-22T16:42:04.362Z
﻿Cột điện,cot_dien,"POINT [108.25030803680421, 15.974583691355203]",2025-11-22T16:42:03.793Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.974037020520234]",2025-11-22T16:42:04.950Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973871987521925]",2025-11-22T16:42:05.714Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973222168768377]",2025-11-22T16:42:07.132Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973531606533168]",2025-11-22T16:42:06.265Z
﻿Cột điện,cot_dien,"POINT [108.24712157249452, 15.977451110145644]",2025-11-22T16:42:12.000Z
﻿Cột điện,cot_dien,"POINT [108.25027585029603, 15.97294367437107]",2025-11-22T16:42:07.907Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.972582662538615]",2025-11-22T16:42:09.100Z
﻿Cột điện,cot_dien,"POINT [108.24944972991943, 15.977451110145644]",2025-11-22T16:42:12.981Z
﻿Cột điện,cot_dien,"POINT [108.24515819549562, 15.977409852612636]",2025-11-22T16:42:15.976Z
﻿Cột điện,cot_dien,"POINT [108.24591994285583, 15.97743048138021]",2025-11-22T16:42:14.233Z
﻿Cột điện,cot_dien,"POINT [108.24361324310304, 15.978018400361835]",2025-11-22T16:42:18.399Z
﻿Cột điện,cot_dien,"POINT [108.24419260025024, 15.97809060081944]",2025-11-22T16:42:19.329Z
﻿Cột điện,cot_dien,"POINT [108.24510455131532, 15.978131858212084]",2025-11-22T16:42:20.681Z
﻿Cột điện,cot_dien,"POINT [108.24589848518373, 15.978142172558913]",2025-11-22T16:42:21.485Z
﻿Cột điện,cot_dien,"POINT [108.24794769287111, 15.978193744285102]",2025-11-22T16:42:23.857Z
﻿Cột điện,cot_dien,"POINT [108.24679970741273, 15.978111229516825]",2025-11-22T16:42:22.725Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24847340583803, 15.979792461204184], [108.24840903282166, 15.978389716723408], [108.24642419815065, 15.978296887697612], [108.24642419815065, 15.978740403765542]]",2025-11-22T16:42:34.877Z
﻿Cột điện,cot_dien,"POINT [108.24860215187074, 15.97815248690522]",2025-11-22T16:42:25.098Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24758291244508, 15.979029204397571], [108.2476043701172, 15.979761518417304], [108.24840903282166, 15.97964806149112]]",2025-11-22T16:42:39.944Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.24836611747742, 15.978059657769377], [108.24847340583803, 15.979885289536135], [108.2465422153473, 15.979792461204184], [108.24633836746217, 15.978296887697612]]",2025-11-22T16:42:56.121Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.2534945011139, 15.981824360401383], [108.24880599975587, 15.981772789611002], [108.24894547462465, 15.97817311559623]]",2025-11-22T16:43:10.432Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25347304344179, 15.981669647990367], [108.25344085693361, 15.978668203542394], [108.249009847641, 15.97865788922269]]",2025-11-22T16:43:18.180Z
﻿Trạm sạc,tram_sac,"POINT [108.20795059204103, 15.993839992065894]",2025-11-22T16:45:18.553Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.23329746723176, 15.9766878444082]",2025-11-22T17:27:33.143Z
﻿Đèn đường,den_duong,"POINT [108.23214806950446, 15.976282079915308]",2025-11-22T17:38:05.426Z
﻿Đèn đường,den_duong,"POINT [108.23145069516059, 15.976008747003993]",2025-11-22T17:38:10.329Z
﻿Đèn đường,den_duong,"POINT [108.23243774807807, 15.976369752656858]",2025-11-22T17:38:03.033Z
﻿Đèn đường,den_duong,"POINT [108.23273815548771, 15.976508997520362]",2025-11-22T17:37:58.258Z
﻿Đèn đường,den_duong,"POINT [108.23181011116856, 15.976142834893922]",2025-11-22T17:38:08.906Z
﻿Đèn đường,den_duong,"POINT [108.23115706443788, 15.975862688984856]",2025-11-22T17:38:17.144Z
﻿Đèn đường,den_duong,"POINT [108.23087811470033, 15.975713129200168]",2025-11-22T17:38:18.793Z
﻿Trạm điện,tram_dien,"POINT [108.25332283973695, 16.017374097435663]",2025-11-23T03:55:20.821Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.24914932250978, 16.025685655809045]",2025-11-23T03:55:15.712Z
﻿Trạm điện,tram_dien,"POINT [108.25523257255556, 16.013548189335218]",2025-11-23T03:55:22.264Z
﻿Trạm điện,tram_dien,"POINT [108.24696063995363, 15.996480240107944]",2025-11-23T03:55:30.710Z
﻿Trạm điện,tram_dien,"POINT [108.25645565986635, 16.010866916239546]",2025-11-23T03:55:23.867Z
﻿Trạm điện,tram_dien,"POINT [108.25708866119385, 15.990374613588576]",2025-11-23T03:55:28.727Z
﻿Trạm điện,tram_dien,"POINT [108.24404239654542, 15.988023072557171]",2025-11-23T03:55:33.306Z
﻿Trạm điện,tram_dien,"POINT [108.23816299438478, 15.983154882196917]",2025-11-23T03:55:34.685Z
﻿Trạm điện,tram_dien,"POINT [108.24335575103761, 15.984062519894515]",2025-11-23T03:55:36.173Z
﻿Trạm điện,tram_dien,"POINT [108.22515964508058, 16.00225566109522]",2025-11-23T03:55:39.639Z
﻿Trụ chữa cháy,tru_chua_chay,"POINT [108.2403087615967, 15.98765177407692]",2025-11-23T03:56:03.980Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.23322772979738, 15.998872934769272]",2025-11-23T03:55:43.819Z
﻿Đèn đường,den_duong,"POINT [108.2512789964676, 15.97996264644653]",2025-11-23T03:56:31.713Z
﻿Đèn đường,den_duong,"POINT [108.2512950897217, 15.979627432952165]",2025-11-23T03:56:32.605Z
﻿Đèn đường,den_duong,"POINT [108.2512789964676, 15.980272073789001]",2025-11-23T03:56:30.566Z
﻿Đèn đường,den_duong,"POINT [108.25144529342653, 15.979936860813053]",2025-11-23T03:56:35.581Z
﻿Đèn đường,den_duong,"POINT [108.25143456459047, 15.980261759551952]",2025-11-23T03:56:34.771Z
﻿Đèn đường,den_duong,"POINT [108.2512950897217, 15.979328318898443]",2025-11-23T03:56:33.651Z
﻿Đèn đường,den_duong,"POINT [108.25148820877077, 15.9796068044111]",2025-11-23T03:56:36.416Z
﻿Đèn đường,den_duong,"POINT [108.25147211551668, 15.979302533183224]",2025-11-23T03:56:37.400Z
﻿Đèn đường,den_duong,"POINT [108.2521426677704, 15.979550075912181]",2025-11-23T03:56:40.639Z
﻿Đèn đường,den_duong,"POINT [108.25211048126222, 15.97931284746971]",2025-11-23T03:56:41.897Z
﻿Đèn đường,den_duong,"POINT [108.25212657451631, 15.979869818150481]",2025-11-23T03:56:40.005Z
﻿Đèn đường,den_duong,"POINT [108.25211584568025, 15.980246288195406]",2025-11-23T03:56:38.883Z
﻿Đèn đường,den_duong,"POINT [108.25033485889435, 15.979039518698142]",2025-11-23T03:56:44.137Z
﻿Đèn đường,den_duong,"POINT [108.25071036815645, 15.979029204397571]",2025-11-23T03:56:45.051Z
﻿Đèn đường,den_duong,"POINT [108.25264155864717, 15.979039518698142]",2025-11-23T03:56:50.098Z
﻿Đèn đường,den_duong,"POINT [108.25117170810701, 15.979039518698142]",2025-11-23T03:56:45.957Z
﻿Đèn đường,den_duong,"POINT [108.25215876102449, 15.979049832998191]",2025-11-23T03:56:48.705Z
﻿Đèn đường,den_duong,"POINT [108.25174033641817, 15.979054990148018]",2025-11-23T03:56:47.309Z
﻿Đèn đường,den_duong,"POINT [108.25299561023714, 15.979034361547921]",2025-11-23T03:56:51.237Z
﻿Đèn đường,den_duong,"POINT [108.2534784078598, 15.979060147297705]",2025-11-23T03:56:52.613Z
﻿Đèn đường,den_duong,"POINT [108.25294196605684, 15.978441288385795]",2025-11-23T03:56:54.999Z
﻿Đèn đường,den_duong,"POINT [108.25349986553194, 15.978477388541554]",2025-11-23T03:56:54.323Z
﻿Đèn đường,den_duong,"POINT [108.25246453285219, 15.978477388541554]",2025-11-23T03:56:55.967Z
﻿Đèn đường,den_duong,"POINT [108.25215339660646, 15.978446445551297]",2025-11-23T03:56:56.945Z
﻿Đèn đường,den_duong,"POINT [108.25179398059846, 15.97848770287057]",2025-11-23T03:56:58.348Z
﻿Đèn đường,den_duong,"POINT [108.25108587741853, 15.978472231376841]",2025-11-23T03:57:00.080Z
﻿Đèn đường,den_duong,"POINT [108.25083374977112, 15.978461917047023]",2025-11-23T03:57:00.948Z
﻿Đèn đường,den_duong,"POINT [108.25137555599213, 15.978508331527028]",2025-11-23T03:56:59.291Z
﻿Đèn đường,den_duong,"POINT [108.25284004211427, 15.979287061752496]",2025-11-23T03:57:03.915Z
﻿Đèn đường,den_duong,"POINT [108.25054407119752, 15.978467074212002]",2025-11-23T03:57:01.758Z
﻿Đèn đường,den_duong,"POINT [108.2528078556061, 15.97968931856263]",2025-11-23T03:57:05.038Z
﻿Đèn đường,den_duong,"POINT [108.25330138206482, 15.980199874118556]",2025-11-23T03:57:07.264Z
﻿Đèn đường,den_duong,"POINT [108.25282931327821, 15.980076103194337]",2025-11-23T03:57:06.076Z
﻿Đèn đường,den_duong,"POINT [108.25325846672058, 15.979787304073376]",2025-11-23T03:57:08.171Z
﻿Đèn đường,den_duong,"POINT [108.2532960176468, 15.979390204601422]",2025-11-23T03:57:09.211Z
﻿Đèn đường,den_duong,"POINT [108.2533496618271, 15.980705271264483]",2025-11-23T03:57:11.076Z
﻿Đèn đường,den_duong,"POINT [108.2529526948929, 15.980705271264483]",2025-11-23T03:57:12.060Z
﻿Đèn đường,den_duong,"POINT [108.25281858444215, 15.980519615318418]",2025-11-23T03:57:12.838Z
﻿Đèn đường,den_duong,"POINT [108.25307607650758, 15.981293180623785]",2025-11-23T03:57:16.167Z
﻿Đèn đường,den_duong,"POINT [108.2534247636795, 15.981288023531654]",2025-11-23T03:57:15.340Z
﻿Đèn đường,den_duong,"POINT [108.25282931327821, 15.981112682320076]",2025-11-23T03:57:17.195Z
﻿Đèn đường,den_duong,"POINT [108.25126290321352, 15.98181404624437]",2025-11-23T03:57:19.442Z
﻿Đèn đường,den_duong,"POINT [108.25126826763154, 15.981587134655577]",2025-11-23T03:57:20.399Z
﻿Đèn đường,den_duong,"POINT [108.25127363204957, 15.98133443735607]",2025-11-23T03:57:21.270Z
﻿Đèn đường,den_duong,"POINT [108.25123071670534, 15.981107525223289]",2025-11-23T03:57:21.985Z
﻿Đèn đường,den_duong,"POINT [108.2512789964676, 15.980890927038276]",2025-11-23T03:57:23.288Z
﻿Đèn đường,den_duong,"POINT [108.25123608112337, 15.98071558547867]",2025-11-23T03:57:23.892Z
﻿Đèn đường,den_duong,"POINT [108.2512414455414, 15.980488672643977]",2025-11-23T03:57:24.657Z
﻿Đèn đường,den_duong,"POINT [108.2508283853531, 15.981664490907942]",2025-11-23T03:57:26.997Z
﻿Đèn đường,den_duong,"POINT [108.25084447860718, 15.981241609696488]",2025-11-23T03:57:30.011Z
﻿Đèn đường,den_duong,"POINT [108.25083911418916, 15.981009540359123]",2025-11-23T03:57:30.864Z
﻿Đèn đường,den_duong,"POINT [108.25083374977112, 15.981509778373303]",2025-11-23T03:57:29.266Z
﻿Đèn đường,den_duong,"POINT [108.25086057186128, 15.980756842330047]",2025-11-23T03:57:32.526Z
﻿Đèn đường,den_duong,"POINT [108.25085520744324, 15.980519615318418]",2025-11-23T03:57:33.636Z
﻿Đèn đường,den_duong,"POINT [108.25013637542725, 15.98181920332294]",2025-11-23T03:57:36.037Z
﻿Đèn đường,den_duong,"POINT [108.25015246868135, 15.981545877975416]",2025-11-23T03:57:36.730Z
﻿Đèn đường,den_duong,"POINT [108.25016319751741, 15.980823884695388]",2025-11-23T03:57:41.098Z
﻿Đèn đường,den_duong,"POINT [108.25016319751741, 15.981267395161803]",2025-11-23T03:57:37.755Z
﻿Đèn đường,den_duong,"POINT [108.25016319751741, 15.98102501165665]",2025-11-23T03:57:39.361Z
﻿Đèn đường,den_duong,"POINT [108.25015783309937, 15.980612443312989]",2025-11-23T03:57:42.381Z
﻿Đèn đường,den_duong,"POINT [108.2501792907715, 15.980411315936985]",2025-11-23T03:57:43.481Z
﻿Đèn đường,den_duong,"POINT [108.24889183044435, 15.98110236812636]",2025-11-23T03:57:44.797Z
﻿Đèn đường,den_duong,"POINT [108.24928343296051, 15.98110236812636]",2025-11-23T03:57:45.878Z
﻿Đèn đường,den_duong,"POINT [108.24976086616516, 15.981107525223289]",2025-11-23T03:57:46.956Z
﻿Đèn đường,den_duong,"POINT [108.24889183044435, 15.98083935600728]",2025-11-23T03:57:48.365Z
﻿Đèn đường,den_duong,"POINT [108.24933707714082, 15.98083935600728]",2025-11-23T03:57:49.621Z
﻿Đèn đường,den_duong,"POINT [108.24980914592744, 15.98083935600728]",2025-11-23T03:57:50.638Z
﻿Đèn đường,den_duong,"POINT [108.24888110160829, 15.980437101509308]",2025-11-23T03:57:52.193Z
﻿Đèn đường,den_duong,"POINT [108.2493156194687, 15.980452572851108]",2025-11-23T03:57:52.929Z
﻿Đèn đường,den_duong,"POINT [108.24982523918153, 15.980437101509308]",2025-11-23T03:57:53.658Z
﻿Đèn đường,den_duong,"POINT [108.24928879737855, 15.980210188358786]",2025-11-23T03:57:54.676Z
﻿Đèn đường,den_duong,"POINT [108.24933171272279, 15.979287061752496]",2025-11-23T03:57:57.425Z
﻿Đèn đường,den_duong,"POINT [108.24924588203432, 15.979756361285695]",2025-11-23T03:57:56.107Z
﻿Đèn đường,den_duong,"POINT [108.24866116046907, 15.979276747464672]",2025-11-23T03:58:07.178Z
﻿Đèn đường,den_duong,"POINT [108.24880063533784, 15.978668203542394]",2025-11-23T03:58:18.992Z
﻿Trạm điện,tram_dien,"POINT [108.26236188411714, 15.97822984448553]",2025-11-23T03:59:27.536Z
﻿Trạm điện,tram_dien,"POINT [108.25023829936983, 15.972747696599955]",2025-11-23T03:59:37.193Z
﻿Trạm điện,tram_dien,"POINT [108.25927734375001, 15.9753366506267]",2025-11-23T03:59:19.725Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25012028217317, 15.982897029827091], [108.25014173984529, 15.982551507130433], [108.25355350971223, 15.982541193010913], [108.25355887413026, 15.981912030714517], [108.25017392635347, 15.981999700989215], [108.25012028217317, 15.982443208848936], [108.24997544288637, 15.982391638218092]]",2025-11-23T04:00:24.550Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.19404602050783, 16.02197334001572], [108.19129943847658, 16.02601563609192], [108.18760871887208, 16.03632724481087], [108.18559169769287, 16.042761418410194]]",2025-11-23T04:00:54.753Z
﻿Cột điện,cot_dien,"POINT [108.25024347145883, 15.981724658591132]",2025-11-23T04:03:01.032Z
﻿Cột điện,cot_dien,"POINT [108.2502595647129, 15.98118316435928]",2025-11-23T04:03:02.548Z
﻿Cột điện,cot_dien,"POINT [108.25030784447519, 15.980982037557022]",2025-11-23T04:03:04.106Z
﻿Cột điện,cot_dien,"POINT [108.25027029354897, 15.980729339493214]",2025-11-23T04:03:04.994Z
﻿Cột điện,cot_dien,"POINT [108.2502595647129, 15.980574626235393]",2025-11-23T04:03:07.070Z
﻿Cột điện,cot_dien,"POINT [108.25081209976997, 15.981482275639978]",2025-11-23T04:03:10.281Z
﻿Cột điện,cot_dien,"POINT [108.25081209976997, 15.98117800726431]",2025-11-23T04:03:11.556Z
﻿Cột điện,cot_dien,"POINT [108.25085501511421, 15.98094593785317]",2025-11-23T04:03:12.480Z
﻿Cột điện,cot_dien,"POINT [108.25084428627815, 15.980425069972444]",2025-11-23T04:03:13.776Z
﻿Cột điện,cot_dien,"POINT [108.25084428627815, 15.980693239743752]",2025-11-23T04:03:15.573Z
﻿Cột điện,cot_dien,"POINT [108.25079064209785, 15.980182685446815]",2025-11-23T04:03:17.330Z
﻿Cột điện,cot_dien,"POINT [108.25080137093391, 15.979883572223166]",2025-11-23T04:03:18.293Z
﻿Cột điện,cot_dien,"POINT [108.25084428627815, 15.97966697271311]",2025-11-23T04:03:19.389Z
﻿Cột điện,cot_dien,"POINT [108.25084428627815, 15.979367858718495]",2025-11-23T04:03:20.366Z
﻿Cột điện,cot_dien,"POINT [108.25126807530252, 15.98023425664707]",2025-11-23T04:03:21.476Z
﻿Cột điện,cot_dien,"POINT [108.25126807530252, 15.97986810083736]",2025-11-23T04:03:22.728Z
﻿Cột điện,cot_dien,"POINT [108.25212121009828, 15.98012767442207]",2025-11-23T04:03:26.032Z
﻿Cột điện,cot_dien,"POINT [108.25128953297462, 15.979501944357583]",2025-11-23T04:03:23.876Z
﻿Cột điện,cot_dien,"POINT [108.25213730335237, 15.979813089726129]",2025-11-23T04:03:27.249Z
﻿Cột điện,cot_dien,"POINT [108.25285077095033, 15.979952332193543]",2025-11-23T04:03:28.683Z
﻿Cột điện,cot_dien,"POINT [108.25282394886018, 15.979503661673823]",2025-11-23T04:03:29.990Z
